reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A8LSCFM6MPFXA,B00829O7XC,Derrick hampton,"[5, 6]",This case is exactly what I was looking for in a case. It protects the phones fully and it looks great. I really hate to put a case on such a thin beautiful phone but this one isn't that bad. The phone locks into the case very tightly. The only gripe that I have is that the leather part on mine is starting to have strings coming out around the stitching.,4,Great case,1343347200,"07 27, 2012",
A9F0ZWX9YL9SJ,B006M6TZ5C,pugs17,"[0, 0]",I got this case for my brother and he loves it! It is really cool and it's cheap. Definitely recommend it to anyone!,5,Nice!!!,1366502400,"04 21, 2013",
A3KLX5ZZRVT31H,B009PRKIJ2,techsavvykat,"[0, 0]","Works great with my Samsung Note 2.  Wish it were a detachable cable.  And the usb plug did work free from the housing, but I was able to tape it so it works.  Otherwise this would be a 5 stars.",4,Worth the price...be gentle with the connector,1386460800,"12 8, 2013",
A1WSB50U78MLKC,B007GYGDCM,"GsllNyc718 ""Gsll""","[0, 0]",This case looked better online.. also they had false advertisement because it doesn't come with screen protectors it just comes with a three piece case... That u  have to put together like a big puzzle piece it's kind of annoying but I guess it's okay once you get it on...,4,Like it,1353456000,"11 21, 2012",
A1PJVW2GSF73E7,B003TUSWG2,thejmjohnson,"[0, 0]",This charger works well. But it does get hot really quick. That scares me a little bit. So I would recommend using this for emergency situations. For the price though you can't beat it.,5,Good Car Charger,1326240000,"01 11, 2012",
A1RVTF261ZMY4M,B004KAXK2Q,"Kindle Customer ""Kindle""","[0, 0]",My son loves it. Great product and I am glad that I found this item. It fits the phone perfectly.,5,Great,1385424000,"11 26, 2013",
A2QZP7IMWC3G3O,B00A4PP39E,K. Ragin,"[0, 0]","Protects the phone, gives me good grip on my device. Everything I need to really enjoy and get good playtime!",4,Good,1397865600,"04 19, 2014",
A28N2AWOVO2PB,B006LVZE1W,"Simon Cleveland ""S. Cleveland""","[0, 0]","I am very pleased with this product. It is much more stury than other protectors I've used. It doesn't unpeal once it is stuck and provides a smooth and sticky free surface to the phone. The manufacturer guarantees it so that I am not worried it won't last. Very practical, great price and makes a great gift for anyoneone. Very high recommendation.",5,Simply great,1331683200,"03 14, 2012",
A8FMJDMBQM3EJ,B008JE4ZBY,Ms.K,"[0, 0]","This was a great deal, and it came in three of my favorite colors, it also comes with some extra goodies, that did not hurt at all.",5,Chrome Plated Case,1364342400,"03 27, 2013",
A7WCB7DDU6J5Z,B00JH0S77W,Chelsea B,"[0, 0]","I love the fun design on this case, just in time for summertime. I like that it is rubberized and very protective on my phone.",5,"Fun, summertime case.",1400976000,"05 25, 2014",
ARZ2ULVGNONGX,B00C1SC0WK,Stacey R.,"[0, 0]",My husband loves it! He needed something that would help his phone from falling out of his pocket and this works great!,5,Very Nice!,1394668800,"03 13, 2014",
A1LP37SX3W7N7G,B007HBOP5G,Consumer57,"[0, 0]",This case is fantastic with the mesh built around it. The color is definitely better in person than seen online. It fit on the Galaxy S2 like a glove with no problems. Very durable and has been dropped a couple of times already and still holding strong.,5,Case is better in person,1350000000,"10 12, 2012",
A322P08DWO7GD0,B003Y63FIG,AKR,"[0, 0]","These were pretty good i mean what else can you say. I guess they were pretty and you get all six, its nice",5,Good,1388620800,"01 2, 2014",
A15NB6PGR33G14,B002K9IPOC,Barinr,"[1, 2]",I found it hard to see the iPhone in navigation mode and hard to remove the phone to answer it. I'm no longer using the mount. My car has blue tooth so the latter is less of an issue. The phone won't go into the mount with a bumper on it.,1,Impractical,1310342400,"07 11, 2011",
A3VSSJM5341AB2,B006ECAMY2,Ivy,"[0, 0]",No complaints on my end. I got it for my mother as a gift it fits her phone perfectly and it covers it good. Looking forward to buying more,5,Love it,1359331200,"01 28, 2013",
A3GOOFY7JI2NL4,B0069XXI5Q,Christian Michel,"[0, 0]",i love it and i have a similar green oneand when i got this one the home button was lifted !!it bugged me cuz in the other ones i have it was perfect but i think it was just a flaw on mine and others sent out possibly don't have the same problem but i would recommend this bumper case to anyone,4,one flaw that i found,1374796800,"07 26, 2013",
A11LC938XF35XN,B00JLW4RU2,"SJ Blouse ""Stacey""","[0, 0]",Third case looks awesome on.  Easy to install and looks great. What more do you need.  Covers my phone perfectly. No worries with this case. My phone is protected and looks great. I Love It!,5,Love the Design,1398643200,"04 28, 2014",
A9F0ZWX9YL9SJ,B005ZMLKHU,pugs17,"[0, 0]",I got it for a friend and he loves it!!! it looks really nice on the iphone and will definitely recommend it!!,5,Love it!!!,1360022400,"02 5, 2013",
A1OGCPMSIVK7G4,B007FHX9OK,,"[0, 1]","Yes, I highly recommend this product! I actually bought 2 of them! Yes 2! One for my own car and one for my wife's car. They work well with my wife's iPhone 5 and my Galaxy Note from AT&T. Once it snaps on it locks quite hard. Speed bumps aren't a problem. I accidentally hit it a few times and the phone & mount does not budge at all. For the price, you can't go wrong. The snap on suction cup is great and very strong. There is nothing negative I can say or found in this product.",5,Highly recommend! Bought 2 of these!,1351123200,"10 25, 2012",
AVHN134ADVP4R,B00B1HVI4I,"A4Q96 ""Gadget Lover""","[0, 0]","Like this charger as it is well built, has a  high amp rating and is able to charge my iPhone 5 and Blackberry at the same time (with my own Blackberry cord).Other copycats are not nearly as well built.The only other brand I like is Anker; others have failed and/or caused me to blow a fuse in our cars.",5,"Great charger, high Amp rating",1369440000,"05 25, 2013",
A2ZEG6E4Y7U384,B00GG0S00A,"Doug D ""DDoug""","[4, 6]",This case if excellent. I easily get two days use with it fully charged.The added bulk is definitely worth the extra juice if you travel frequently.My only complaint is that the rubberized finish on the case began to peel off at the top right hand corner. I'm guessing this is from going in and out of the pocket but it really shouldn't happen on a case of this price.Despite that I would recommend!!,4,Would have been 5 stars if it weren't for the finish flaking...,1394496000,"03 11, 2014",
A6LAVUGY6HU9G,B006CBH0QI,j. curry,"[0, 1]",i received this case early. I opened the package and removed the case and it is beautiful. I'm beginning to love transparent cases because they work best for me. It shows the true color of the back of my phone and opposed to the rubber gel cases that you are supposed to be able to see through. JUST try one and I gurantee that you will start purchashing them too.,5,Works best for me....,1358985600,"01 24, 2013",
A33ONX5UUGH8RR,B0088VUXTQ,"PumpedUp ""Dennis""","[0, 0]",this works great. i have only used 2 of the 3 batteries and they work great. serves a dual purpose.,5,awesome,1373241600,"07 8, 2013",
ATZ4ETDUWDY5C,B0072O1KQ0,"Brad Redding ""lossprevention""","[0, 0]",Fits perfect but more of a pinkish then red. If you want a dark red case like it looks like it is don't buy. It is not that color. Stick with the black and you will be very happy. Feel is great but keep in mind any case like this is not going to provide the protection as one of the expensive cases made will.,4,Great case,1393545600,"02 28, 2014",
A1GLZSLS2JHS7X,B009X2UHQI,Joan,"[0, 0]",The case. Designed for the ipone 5 but the ihone 5c has rounded corners instead of square ones. So it is Not a goodFit for my phone. Oh shucks!!! It keeps Poping off.,5,This case is even more beautiful in persons.,1389657600,"01 14, 2014",
AQGBC2TX979T7,B006NYP94O,Gary Tricarico,"[0, 0]","I found this elsewhere for much more. It is exactly as advertised, battery and new back. Goes in easy and fits my old case with no problem. It gives a little longer use to the phone then the original did. For the price, you can't go wrong.",5,Very good buy,1373241600,"07 8, 2013",
A13BX9O5UDBILC,B004E10KFG,Jong Lee,"[0, 0]","pairing was super easy and the product just works wells. I'm not an audiophile so can't speak to how good the sound is, but works well with my phone and is robust that I can let my kids carry it around from place to place as well. This is going to be around the house for a long time.",4,well designed and easy to use,1330646400,"03 2, 2012",
A390XPHE9J7DBO,B00KCZO2WK,AIMEE A TAYLOR,"[0, 0]",I know Iphones are really good at breaking the screens. She had dropped hers like 2 inches off the ground and it was all cracked. She said she dropped it 2 feet off the ground and she said NOTHING happened to it.,5,Great Gift,1404000000,"06 29, 2014",
A2M220AZJ7WZH3,B00F3580BI,Joe P,"[0, 0]",Great cover. Love the extra screen it activates on the GN3. If it ever breaks i am buying another. I have dropped it several times and I cant find a scratch. Feels great too,5,Great,1397433600,"04 14, 2014",
AN1MS7QNQT2WL,B00F3L18D4,Big C,"[4, 4]","This little charger really puts the juice out. it charges my gzone commando phone up really fast. i have tried other chargers and they would only make my usb cable sign come on, they wouldn't charge it, but this little baby did the job. plus it's small and fits tight in the socket. i ordered some more of these for my family.i was amazed at how this little charger works.",5,THE BOMB !!!,1391644800,"02 6, 2014",
A1VAUKYQDX4H2E,B00DCIZJ5S,MrsBellaire,"[0, 0]",Am always happy when it comes to their products. Love the color and the sturdiness to the case. Great buy,5,Happy,1390003200,"01 18, 2014",
A2XYDHX2A1BZFP,B001UO45SI,MeganN,"[0, 0]","Mirror screen protector provides the privacy factor you don't get with a plain clear screen. For the money, this is a good buy. beware in direct sunlight and florescent lighting its difficult to see screen.",4,decent screen,1354492800,"12 3, 2012",
A9F0ZWX9YL9SJ,B003UO9Y9G,pugs17,"[0, 0]",I don't recommend to anyone to buy this product. When I got them I was all exited about it and when I put the protector to my Iphone 4 I noticed that when my phone was turned on you could see like a rainbow all the time and when I was outside I couldn't see anything.,1,Not a good product!!,1337299200,"05 18, 2012",
A7WCB7DDU6J5Z,B00II0M68I,Chelsea B,"[1, 1]","Love the 3 port feature of this car charger! Great for summer road trips or long days in and out of the car. Great white and metal design and coloring. Works great, comes in very handy for a full car of people.",5,Great 3 Port Charger!,1402790400,"06 15, 2014",
A3O0OT4UXA1LPG,B005VNK7T0,Steph,"[0, 0]","these are super cute and I just adore them, I was nervous at first about the sticky stuff causing button problems, but none here! love them!",5,SO CUTE,1360195200,"02 7, 2013",
A13LHBUYIK9TMC,B00IN9BZA4,sara gillman,"[0, 0]","I have not scratched my screen since I put it on :) super easy to put on the phone and is not super shiny, works wee in sunlight",5,Works,1399939200,"05 13, 2014",
A233YKPKBMQXKX,B00A825PYG,Ronald J. Lacross Jr.,"[0, 0]",I love the slim feel.. This is coming from using a otterbox and a RokForm 3V case.. The spigen is my daily use but still use my RoKForm for cool mounts..,5,Best case,1363132800,"03 13, 2013",
A2F8E1X2K7AUBX,B005HBAJ1C,"Francisco Jose Ayala ""fr23""","[5, 7]","If you have a Samsung Focus you need this Battery. Excellent Product.It last more than one day, i get 1 1/2 day or 2 days.With the original battery i only get 1 day.",5,The Best!!!,1323820800,"12 14, 2011",
A3FF6CWXBMKJHF,B000IEB00W,S.Hody,"[0, 0]",This case was okay... The rubbed edge is nifty but then the plastic was just thin and the kickstand is just poorly made... not to mention it's very hard to pull the kickstand out.,2,Poorly made,1386547200,"12 9, 2013",
A34LXQ9YBD2IZT,B00CO056WG,Smokerg1rl,"[1, 1]","I ordered this case in black with red flowers...I received it and it was so pretty, i liked the pockets,however the closure seems to be 'on the wrong side' so i ordered the case in purple also, for my daughter, who is left-handed...it is perfect for her! I loved this case so much, i ordered two:)",5,Love this Samsung galaxy S3 Floral case!!!,1376870400,"08 19, 2013",
A13PLFEDNYBDSV,B00ASVSSDM,Agent Amazon,"[0, 0]",I love this case it is so cute! It came 14 days earlier then expected! It is a little bulky but super lightweight!It is a little long about half an inch form where you can plug in the charger to the bottom of the case but the case does not slide down just a little annoying but still is really cute!Hope it helped (: :),5,buzzed with excitement!,1377129600,"08 22, 2013",
AWNJAY0M5UI70,B004I51H6Y,ANK2,"[0, 0]","I ordered this for a friend and she liked it very much, she end up ordering bunch of them with difference color!",5,ordered it as a gift,1369785600,"05 29, 2013",
A3KKP755K3XMGX,B00B1HVLA4,Bruce,"[0, 0]",Great car charger. And fabulous that it comes with USB cables. I hate the ones that are curled up and you have to stretch them out.Not these. Unwrap and you are ready to go.!!!,5,Nice And Ready to Go When You Get It,1372377600,"06 28, 2013",
A2AT1VB213NFEZ,B000QY9OL6,"Richard W. Ormsby ""Harley""","[0, 0]",To whom it may concern:This by far is the best thing since President Kennedy. Works so well. The  cool this is that it plugs right into the earphone jack. This is the bomb. I even use it on my iPhone too. Good Job. Thanks for the fast shipping. Came in perfect order too. I highly reccomend one of these. Richard Ormsbyu,5,iPad Stylus,1358380800,"01 17, 2013",
A248JFAELVCDYE,B0080MOT7K,Paige,"[0, 0]",The case came in the mail today and it came early which is good and I babe the same one in blue and I reply love these cases I will recommend and order this case again,5,This case is beautiful,1377648000,"08 28, 2013",
A941RTXWLX8UK,B0088U4YAG,Renz,"[0, 0]",charge my phone fast.,4,wow,1405036800,"07 11, 2014",
A2K3YEJXPOM2RX,B007A8IXD6,JMB,"[0, 0]","This case is almost as durable as an Otterbox case, but it looks twice as good. For the price of this case you will be shocked at its quality.",5,Great Case for a Great Price,1355443200,"12 14, 2012",
A3COH1RFQRA1FX,B009C6KFE4,Melisa L. Rascoe,"[0, 0]",Perfect!!!  Just what I needed!!!  I keep these at work in my desk for when I want to change out my scratched up protector and I've had coworkers purchase new phones that didn't have a protector so these always come in handy.,5,Perfect!!!,1383696000,"11 6, 2013",
A29GGAZQRIZH4S,B003V64M7M,Ann,"[0, 0]","Like the quality of the screen, but it was not the correct size. Service was great and the process was quick.",5,Great!,1356825600,"12 30, 2012",
A2NN1KIYEM2SKS,B00COVM2UO,AF,"[0, 0]",the problem with this is the usb plug stuck out too much so the phone was never able to sit completely flat and overtime it would damage the usb slot so it was returned,2,connection issues,1403395200,"06 22, 2014",
A941RTXWLX8UK,B009QUDLC4,Renz,"[0, 0]",it protects from scratches and it looks hd. easy to install. recommended.,3,recommended,1405036800,"07 11, 2014",
A3BSTSEFL0ZU1Z,B00COL0B16,cristina,"[0, 0]","I loved these usb chords, they came out great, all three worked really well. loved that they come in different lengths. and loved that there flat instead of the original chord.",4,good,1397260800,"04 12, 2014",
A3RNA4UINPKJHI,B0083XTSAO,Mmayo10,"[0, 0]",TOO SHORT. WONT FIT MY ARMS. IM NOT ARNOLD SCHWARTZ....(WHO CAN SPELL THAT NAME ANYWAY) YOU GET THE POINT. I COULDT BEND MY ARM WITHOUT FEELING LIKE THE HULK AND HAVING IT POP OFF AND FALL TO THE FLOOR. DONT BUY,1,GARBAGE,1402790400,"06 15, 2014",
A2VLK6XOHPVIXY,B008EOXKXI,Jim,"[1, 2]","This is the best screen protector I ever had,It went on perfect the first time no bubbles or dust.It really cuts down the glare now I can see who's calling when outside.I just got this yesterday (march 26) and I can't say how much better it is then all the other screen protectors I've had! the fit is perfect it only took less than 5 minutes to put on.I really recommend this product to anyone who wants a good I mean excellent screen protector.",5,Best Screen protector!,1364342400,"03 27, 2013",
AKZR5OF8Z60FZ,B009B75ZQM,AJay,"[0, 0]","This case is really pretty, has a lot of bling.  But it didn't hold up well ~ the side split after about a month.",3,Pretty case,1362960000,"03 11, 2013",
AMC08VENZPGHT,B006PKRQVU,Mrs.Newkirk,"[0, 0]",iLove It So Much !!! This Is By Far The Best Case iEver Bought !! It's Amazing !!!! &&' Very Protective &&' Fits Perfectly .. It's Made With Thick Silicone So It's Not Cheap &&' Or Flimsy .. iRecommend This Case To Any And Everyone !!! I'm Very Pleased And Will Be Buying More Very Soon ..,5,AHHHHHHHHHHHHHHH !!!!!,1376438400,"08 14, 2013",
ATX7CZYFXI1KW,B006USG7ZI,patrice m rogoza,"[0, 0]",more of a cheetah marks than leopard.  not a safe case or looks like described online. needs to be more protective and more sturdy. falls off too quickly.,2,designer bling crystal leopard cheetah fur hard case,1359849600,"02 3, 2013",
A1YMNTFLNDYQ1F,B00KCSG3NI,eyeused2loveher,"[1, 1]",I needed a back up charger for my Note and this one works well. I wish the cord was longer but besides that it does the job.,5,Really good charger!,1401667200,"06 2, 2014",
A2KBN2H1OENA7E,B006G87M9M,Robert N Forbes,"[0, 0]",Purchased this for my wife's 3GS and she likes it. It's nothing special but gets the job done well. Nice!,4,Good Case,1364688000,"03 31, 2013",
A16N5Y4S4W1AKL,B0042FV2SI,Nichole Jacobs,"[0, 0]",It protects the phone from grease and scratches that could be harmful to the screen and happen with every day use of the phone.,5,Useful,1364860800,"04 2, 2013",
A3COH1RFQRA1FX,B005LUBUT4,Melisa L. Rascoe,"[0, 0]",This case came apart and broke the first time we tried to use it.  The part that is silver at the lens camera popped out and would not go back into place.  Useless,1,Broke,1366070400,"04 16, 2013",
A1MDBCJA0AH3OT,B00CF7FYCA,"Angela Lane Woods ""Author""","[0, 0]",So glad that I made this purchase. Nice quality aluminum. Fits the button on my Galaxy Note 3 perfectly. Was easy to install. Really complements the pink screen protector and aluminum phone case that I'm using. Will probably purchase more of these to give to my techie friends and family.,5,Really dresses up my phone.,1405296000,"07 14, 2014",
ASWI06LU5KKDF,B007P84VGY,"Law henry ""Law henry""","[0, 0]",(HK) Peach Retro Stereo Camera Icam Shape Protector Protective Hard Case...EB this is ok my kid said is ok too,3,(HK) Peach Retro Stereo Camera Icam Shape Protector Protective Hard Case... EB,1401667200,"06 2, 2014",
AY9EQTG5G0PKZ,B00F9VRNF0,Patricia Briggs,"[0, 0]",I guess he loves it purchased this for my son in-law at his request. Since I haven't heard anything it must be alright as he is pretty expressive,5,Good,1395532800,"03 23, 2014",
A3DLML1MQIJ302,B00CCCDPP6,QueenT,"[0, 0]",Decent case came pretty quick not sure how the design holds up yet but u get what you pay for really cheap price,4,iphone5/5s case,1387238400,"12 17, 2013",
A316GPGJA7738B,B007VOM0R4,"Harry Francois III ""Francois""","[0, 0]","Very decieving.  I thought it would be fine.  Not the case.  Nice looking and good quality, but too little for the GS3",1,Too Small,1356307200,"12 24, 2012",
A3DWI49RAMSADS,B00C8ZUYVK,IRVING,"[0, 0]","PERFECT FIT, THIS IS THE ORIGINAL OEM REPLACEMENT BATTERY IF YOU WANT A SPARE ONE, OR JUST REPLACE THE O&Ntilde;D BATTERY THAT ISNT CHARGING VERY WELL THIS IS YOUR MOVE.",5,OEM BATTERY REPLACEMENT!,1386028800,"12 3, 2013",
A124MQESI6PUUT,B009JT8IIO,Q. Blankenship-Smith,"[0, 0]",I love this case. The only negative thing is the glitter is everywhere.,5,Great Case,1404518400,"07 5, 2014",
A369E3SLQ3UBUX,B003YKRAZ6,king kris,"[0, 0]",i atually like it alot something diffrent doesnt work in ever situation but it makes your phone stand out so u dont just have another iphone,4,i liked it,1361836800,"02 26, 2013",
APX47D16JOP7H,B00GJLUMLQ,RLH,"[0, 0]",These work great.  Purchased one for the entire family. Would recommend to everyone. Would purchase them again if I needed them.,5,Works great,1373068800,"07 6, 2013",
A14MJWI09JEK1A,B004VGYETW,Mac_nasty,"[0, 0]",Great case for a great price. Really the only problem is that there is not cut out for the charging port. I have to remove the case to charge it but other than that it's great.,4,Pretty sweet,1330041600,"02 24, 2012",
A1YMNTFLNDYQ1F,B00K09ZWI6,eyeused2loveher,"[1, 1]","Nice case, all ports match up perfect. Looks very sturdy and well made. Comes with a extender plug for headphones.",5,Fits the Iphone 5 perfectly,1401667200,"06 2, 2014",
A3G8GD1KTLFBLP,B007G51X6C,Chris H.,"[0, 0]","Good all around charger  but I got mine on amazon for under 10 bucks, I'd never pay the 79 retail as it's only worth it IMO if you can nab one up for under 20",5,Very convenient,1399507200,"05 8, 2014",
A1XDAUHSVADHW5,B00JLW4RU2,Teresa Stevens,"[0, 0]","This Fosman Dura-Design Series Slim Fit Case is a lot like any other phone case. It covers and protects. It also fits the phone nicely and does it's job practically. However, what isn't like any other phone case is the fun design!! This bold print stands out and fits my style. It also makes it harder for me to lose my phone too, haha. I would definitely recommend this case!",5,Great case!,1398297600,"04 24, 2014",
A1NGYBTJ5Y15Y7,B00B4O7GIA,BoilerRage,"[0, 0]","Got this item really, really quickly. The cover is a cinch to put on and fits very well. Highly recommended.",4,"A great quality, budget option for iphone protection",1391817600,"02 8, 2014",
A1N0DWFSHCTEFJ,B0092QSQEK,Steve,"[0, 2]",Not very happy with this screen protector. Had it in my phone for a couple weeks and got a huge gash in the middle of the screen (luckily it didn't go thru to actual screen) so I had to buy yet another screen protector so I basically just wasted $20. Not very happy.,3,Product is so-so.,1386115200,"12 4, 2013",
A3BI8BKIHESDNQ,B008GVL9YQ,L. J. Cunningham,"[1, 1]",I was a bit skeptical to order the iXCC (tm) White 10ft (TEN FEET !) EXTRA LONG USB SYNC Cable Cord.  Im glad i did.  excellent length and seem to charge my iPhone 4 without any issues and gives me the flexibility to charge wherever i want unlike the original.,5,Ex Long USB Sync Cable,1359936000,"02 4, 2013",
ADKIM2ECCR9CR,B00B46XSYY,"Francine E. Saavedra ""Mindy Saavedra""","[0, 0]",It come with a couple different inserts so you can change the color of the design on the back. Not built to last forever but durable enough to keep for a few years.,5,So Cool!,1383436800,"11 3, 2013",
A3872Y2XH0YDX1,B008VX489C,Amazon Customer,"[0, 0]","I bought these to go with a used Galaxy Nexus that I bought (also from Amazon) because they weren't included. I was hoping that these were the actual earbuds that go with it, and I'm happy to report that they are! It has a built in mic, as well as the stop/start controls. Great buy!",5,Works great with Galaxy Nexus!,1363132800,"03 13, 2013",
AYB4ELCS5AM8P,B00DFN03KQ,"John B. Goode ""JBG""","[0, 0]","I received these as a product review sample and was pretty wary to try them as as I looked at the reviews and found a lot of 1 star reviews. I'm happy to say that I've tried all 3 of them and so far they all work. If any of them fails, I'll come back and revise this.What I like about them:- Colors, nice to have different colors and everyone can have their own,- Price, definitely a selling point.Overall, a nice set of colored 30pin Apple cables that are inexpensive and functional.",5,So far so good...,1399766400,"05 11, 2014",
AY28L9U9QA9RJ,B009KY4ACG,"Amazon Shopping Mom ""Mom of 3""","[1, 2]",The positives reviews are correct.  This charges my phone while I'm using the GPS on my galaxy s4.  I use the original cord that came with my phone.  It shipped quickly and arrived in original packaging.  I highly recommend purchasing this car charger.,5,worth the extra $,1374624000,"07 24, 2013",
A108EEYSHGDL6O,B0042I3UJE,"3:23 Tech ""txplshrk""","[0, 0]","This works great to fix my iphone, I have done a bunch of these lately and it worked like a charm.",5,worked good,1386720000,"12 11, 2013",
A371HJIMDXGYTA,B008OAH222,Shapell Robinson,"[0, 0]",This case fit well and the customer service was great and friendly. I passed it on to someone who will use it more then me.,5,Great price,1395964800,"03 28, 2014",
A23AHRKVZEB2EG,B003X5OBYU,Pen Name,"[0, 0]",I bought this one for my cousin and she absolutely loves it. She loves that it covers the front of the phone besides the screen.,5,So cute,1360368000,"02 9, 2013",
A316GPGJA7738B,B00B7TNBMC,"Harry Francois III ""Francois""","[4, 6]","Music sounds great.  The volume is not as loud as the 155, but the talk time is 2 hours longer.",4,Music sounds great,1367625600,"05 4, 2013",
A24KP9Z9CO8JJV,B0042DS4JK,TaylovesSTUFF,"[0, 1]",Took forever to come. Then when it finally came it was broken and there was rhinestones in the packaging. And it was broken.,1,Just don't....,1321920000,"11 22, 2011",
AZFVET6CWLS4Q,B004WMDJX2,china,"[0, 0]",my daughter love this iphone case is very protective and the color is my baby favorite i recomend this iteam,4,very nice,1356048000,"12 21, 2012",
A2310LCV722XX7,B00BSXXOC4,"OJ Oshin ""Muyiwa""","[0, 0]","I had the smart cover and decided to get this as a back up. However, it made my s4 look bigger and less elegant. My colleagues in the office were asking if i got a new phone, cause the new case was looking ugly.",2,Slim Case,1379721600,"09 21, 2013",
A2QIHQ4HE4G9HE,B00HENW0V8,hawtzombie,"[0, 0]",This kept sliding off and i couldn't use certain covers with it...It had to be one that only protected the back of the phone or it would stretch the case...I only was really able to use this a few weeks before it was smeared underneath and i couldn' t get the smudge marks all off,3,A bit thick,1400112000,"05 15, 2014",
A7WCB7DDU6J5Z,B00KCSG3NI,Chelsea B,"[1, 2]","I had lost one of my original chargers, and this works just as great. A good value for all the components. I'd highly recommend this brand to those on the hunt for a good, well-made product. This is a great product to have if you travel a lot, just keep one in your travel or office bag for those times you need a quick charge. Highly recommend.",5,Great for home or travel!,1402012800,"06 6, 2014",
A1D7ZR0NYWI9FU,B00BV96VDY,bblumberg,"[0, 0]","I always buy a couple of cases for a new phone and have liked the last few Diztronic cases I bought. It fits well, feels good in the hand and has protected my phone through too many drops. Recommended",5,excellent,1401494400,"05 31, 2014",
AHR2E9TC9IGEP,B007A2HLXK,ki,"[0, 0]",the thing charges the battery for real at a moderate rate,5,review,1404259200,"07 2, 2014",
A2YI4WRHX5F74S,B003MW0OIQ,Gagsmokefs32,"[0, 0]",what a deal!!!! samsung gophone  I know everyone now has a I phone but there nothing better than to have a flip phone you can manage your time better and not be online with your smart phone  stay focus  a phone not a tablet,5,loved it,1391904000,"02 9, 2014",
AC3VHAO5ZVJTF,B008BSODU6,Rachel Munoz,"[0, 0]","great quality  and  i love  it  i will be buying again  from this  seller,  as seen in picture. love the material hard flex plastic and as seen in pic",5,love,1358467200,"01 18, 2013",
AAM4972QXZLNE,B00C96CD7G,"Silvana M. Peconio ""Silly""","[0, 0]","My son absolutely loves this case.  He stopped putting cases on his phone because he wanted to show off the white phone, this solved both problems, now he can show it off as well as protect it at the same time.",5,love it,1377561600,"08 27, 2013",
A2FU5LRHY17OY2,B00IAUK3XQ,CanHave,"[0, 0]",Tough And Durable! With it's anti glare feature to add really makes this well fitting screen protector a real blessing.,5,Tough And Durable,1397779200,"04 18, 2014",
A3Q9V0CHGU7O0C,B003TRCTB4,Maggi,"[0, 0]",works great and small enough to fix in any glove box.Have had this for a month and still works,5,works great,1361059200,"02 17, 2013",
A2I7IS0OXGGVPA,B00DMZPQIG,"R. Lanier ""mrpickem""","[0, 0]",Unit is decent but very slow charging for Note 3.  Puts out about .6 amps and takes 6 hours plus for a full charge.  Not bad for nightstand and just drop it on there for overnight charging.,4,Works ok,1404172800,"07 1, 2014",
A28C006A2WBSUT,B00DPIKE3M,Gwendolyn McIver,"[2, 3]","I have shipped and received another charger with usb cable fromAsia.  It didn't work as well as this one.  I am going to order others for myself and neice, whose original charger was damaged.",5,good price works very well,1388793600,"01 4, 2014",
A382P8ZWX1JDP1,B00J9LFBBY,Kevinn Z Lanier,"[3, 3]",Holy cow this is a big fat durable case! I love it! I'm very hard on my phones so this one is going to save me some headaches.,5,Holy Cow !,1398297600,"04 24, 2014",
A1R1ASF40X8QSI,B0042FV2SI,"Candy Romero ""CandyGirl""","[0, 0]",I really enjoy using this for my phone. It really protect it from any scratches. I recommended any day. I look forward to buying more in the near future. Thanks.,5,Anti Glare,1398384000,"04 25, 2014",
A11LC938XF35XN,B00GMOJVOY,"SJ Blouse ""Stacey""","[0, 0]","I got this out of the box immediately and synced it with my iPhone via bluetooth. I started up some music from my playlist and Wow!  I was blown away by the sound this speaker puts out. Deep rich bass tone and solid mid ranges make this speaker sound like a big stereo speaker. Heck I've been using it was a regular speaker. It is a bonus that it's waterproof, but It hasn't made it into the shower yet. LOL.  You could take this anywhere for parties or anything. The sound is that good.",5,Awesome Sound?,1398988800,"05 2, 2014",
A2F8E1X2K7AUBX,B000QGF8OQ,"Francisco Jose Ayala ""fr23""","[0, 0]","This is a must if you have a Nokia phone, too bad that Nokia dosent allow all of thier phones charge via USB. So you need this charger. You can use it with the Duracell USB backup battery so you have power on the go!!.",5,A must for Nokia Owners,1277942400,"07 1, 2010",
A3FYE5CAGQ0RUG,B004Y8Y24Y,jag,"[0, 0]","I've been buying this armoursuit for all of my phones, it just fits perfectly and protection is great, just make sure you follow the installation instructions",5,Great Product,1402358400,"06 10, 2014",
ARBPM63A4TJ9H,B004URMSD6,SONTY,"[0, 0]",Great deal its is a great product. It served my purpose and I still have it and it is just like new,5,It was great,1353801600,"11 25, 2012",
A12VVFSYYMI1HC,B007NCE3HE,Lynette Tomasetti,"[0, 0]",it does not work at all i tried it the first day i recieve it and it work fine but once i left my hose it just completely stop working when im on the road not a good product,1,about your product,1375228800,"07 31, 2013",
A2V1HH5SHQZ02I,B006EC5X6O,Jass,"[1, 1]",I mean it was used for what it is a screen protector. Got the job done got rid of the knicks and bumps and scratches on my phone as well as kept my oily skin from smudging my screen. Pretty awesome.,5,awesome,1385856000,"12 1, 2013",
